Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
юр. лицо,списание средств,1867.19,наличный,Витебск,БелАгропромбанк-USJZ-919,09-01-2006,07:51:04,неправильный ввод пин-кода,да,162.02
юр. лицо,списание средств,2360.06,наличный,Гродно,БелАгропромбанк-CPFI-691,31-07-2016,01:12:57,успешно,нет,0.0
физ. лицо,получение средств,4420.08,наличный,Могилев,Белинвестбанк-RKWE-561,05-08-2023,23:34:53,успешно,нет,0.0
юр. лицо,получение средств,648.1,безналичный,Могилев,МаксБанк-LIEJ-217,03-02-2019,15:30:51,успешно,нет,0.0
физ. лицо,списание средств,2186.5,наличный,Могилев,МаксБанк-MNNN-704,16-06-2007,13:06:25,неправильный ввод пин-кода,да,22.63
юр. лицо,списание средств,2002.4,безналичный,Гродно,МаксБанк-YAZJ-311,22-01-2005,16:47:45,неправильный ввод пин-кода,да,119.73
физ. лицо,списание средств,848.61,безналичный,Брест,МаксБанк-CPPN-217,27-01-2011,13:36:05,успешно,нет,0.0
юр. лицо,получение средств,4102.19,наличный,Гомель,Беларусбанк-SYEW-208,11-04-2016,05:28:02,успешно,нет,0.0
физ. лицо,получение средств,3059.17,наличный,Гомель,Белинвестбанк-LEWG-241,02-02-2023,00:33:17,успешно,нет,0.0
физ. лицо,списание средств,559.16,наличный,Минск,Белинвестбанк-HUDM-317,15-04-2001,08:32:19,недостаточно средств,да,18.44
юр. лицо,получение средств,4282.85,наличный,Гомель,Приорбанк-MZZL-147,28-08-2018,11:18:48,успешно,нет,0.0
физ. лицо,списание средств,1886.21,безналичный,Могилев,МаксБанк-PDJR-451,16-09-2004,08:43:29,неправильный ввод пин-кода,да,90.13
юр. лицо,списание средств,1224.96,наличный,Могилев,МаксБанк-GQPB-609,08-06-2005,20:22:14,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,4482.65,наличный,Минск,МаксБанк-AIIX-496,06-12-2009,10:00:29,успешно,нет,0.0
физ. лицо,списание средств,438.79,безналичный,Гомель,БелАгропромбанк-MSWY-845,12-02-2023,05:57:32,неправильный ввод пин-кода,да,32.47
физ. лицо,списание средств,4335.77,безналичный,Брест,Приорбанк-UBOS-895,31-05-2005,12:05:11,неправильный ввод пин-кода,да,295.73
физ. лицо,списание средств,2652.54,безналичный,Могилев,МаксБанк-ISPA-354,09-06-2005,22:19:04,успешно,да,264.29
физ. лицо,получение средств,3748.87,наличный,Гродно,Беларусбанк-GQHR-808,27-07-2010,10:35:22,успешно,нет,0.0
физ. лицо,списание средств,3248.88,безналичный,Минск,МаксБанк-IXXJ-725,16-09-2024,09:35:20,успешно,да,150.69
физ. лицо,списание средств,4028.12,наличный,Гродно,Приорбанк-EKSI-672,09-04-2005,08:52:01,успешно,нет,0.0
юр. лицо,получение средств,875.87,безналичный,Гродно,БелАгропромбанк-VWTN-615,04-06-2020,19:49:37,успешно,нет,0.0
физ. лицо,списание средств,483.09,наличный,Минск,Беларусбанк-LAXS-976,04-04-2007,00:46:47,неправильный ввод пин-кода,да,44.71
физ. лицо,списание средств,2838.34,безналичный,Гродно,Беларусбанк-EIQT-598,04-07-2005,16:10:28,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,4468.98,безналичный,Могилев,Приорбанк-TSWK-546,28-06-2003,20:21:40,успешно,нет,0.0
физ. лицо,списание средств,1237.81,наличный,Витебск,БелАгропромбанк-PICV-919,19-12-2011,07:34:12,недостаточно средств,да,78.26
физ. лицо,получение средств,3179.24,наличный,Витебск,МаксБанк-WDCS-895,05-10-2007,08:31:01,успешно,нет,0.0
юр. лицо,получение средств,4137.83,наличный,Минск,Беларусбанк-AHWA-487,06-08-2018,11:06:36,успешно,нет,0.0
юр. лицо,списание средств,2075.53,наличный,Минск,Приорбанк-VHGS-027,17-12-2018,03:10:14,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,843.47,наличный,Витебск,Приорбанк-ETHV-978,06-05-2016,13:02:11,недостаточно средств,да,42.65
физ. лицо,списание средств,2901.77,безналичный,Минск,Беларусбанк-PWNE-194,12-01-2015,00:23:05,недостаточно средств,нет,0.0
физ. лицо,списание средств,644.8,безналичный,Могилев,Приорбанк-UKTS-352,20-02-2011,19:41:42,успешно,да,17.14
физ. лицо,списание средств,1820.18,наличный,Гродно,Белинвестбанк-VLCU-217,07-12-2022,19:34:12,успешно,да,179.15
физ. лицо,списание средств,1127.45,наличный,Брест,Приорбанк-YHUU-726,06-09-2005,18:39:16,неправильный ввод пин-кода,да,15.27
физ. лицо,списание средств,365.09,безналичный,Могилев,Беларусбанк-JFDV-640,26-08-2020,06:09:51,неправильный ввод пин-кода,да,24.56
физ. лицо,получение средств,2568.45,безналичный,Гомель,МаксБанк-WVOM-065,29-01-2000,04:01:36,успешно,нет,0.0
юр. лицо,списание средств,1337.87,наличный,Витебск,Белинвестбанк-BOOF-691,24-05-2022,06:01:35,неправильный ввод пин-кода,да,127.71
физ. лицо,получение средств,3050.29,безналичный,Брест,Приорбанк-UIRT-971,17-09-2006,10:28:56,успешно,нет,0.0
физ. лицо,списание средств,4281.77,безналичный,Брест,МаксБанк-CVCQ-140,02-10-2012,14:20:41,неправильный ввод пин-кода,да,208.72
физ. лицо,списание средств,1376.78,наличный,Брест,Беларусбанк-JSZI-460,29-01-2024,15:49:38,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,435.97,безналичный,Гродно,БелАгропромбанк-OXVA-723,18-09-2011,07:36:32,успешно,да,11.36
юр. лицо,получение средств,1636.76,безналичный,Минск,Беларусбанк-UNCW-100,02-02-2021,06:49:55,успешно,нет,0.0
юр. лицо,списание средств,2986.3,наличный,Гродно,МаксБанк-VNBM-237,24-11-2003,09:17:24,неправильный ввод пин-кода,да,202.46
юр. лицо,получение средств,1036.12,безналичный,Брест,БелАгропромбанк-ZZMK-048,01-10-2007,18:26:57,успешно,нет,0.0
физ. лицо,списание средств,4951.33,наличный,Минск,Белинвестбанк-HTQT-152,11-09-2018,07:34:18,успешно,да,466.64
физ. лицо,получение средств,3599.28,безналичный,Могилев,МаксБанк-PXWQ-734,22-10-2014,16:18:58,успешно,нет,0.0
физ. лицо,получение средств,1942.39,наличный,Гомель,МаксБанк-UUZT-335,24-01-2024,10:58:26,успешно,нет,0.0
